AA,BB,CC,DD,EE,FF,GG,HH,II,JJ,KK,LL,MM,NN,OO,PP,QQ
1,1,-10.20715907,-9.519421335,4.648997124,-7.730233788,0.149531292,0.172539912,3.394661918,-9.958547435,-3.590818688,0.478086265,0.275407716,-0.910562291,0.566035282,0.003711922,0.430305236
1,1,-10.46560208,1.636215354,5.543450276,0.637736987,0.222469253,0,3.500061006,-2.094906539,-16.87957944,0.391529507,0.57131307,5.083994822,0.013518514,0.309184607,0.677419151
1,1,-2.98851511,-10.13128458,3.22162111,3.537965564,1.313287647,0,5.073546306,-1.143394401,16.74417957,0.431380065,0.42959291,2.941756533,0.145424998,0.466287454,0.388270532
1,1,-5.056732239,-1.765480908,4.927415794,0.129907455,0,0,3.621165576,-1.34172401,-22.09064348,0.321292509,0.338485329,1.765827694,0.154086572,0.203084863,0.64262113
1,1,-9.781301214,1.412915172,5.449623352,-9.711283183,0,0,2.580613935,1.265590272,-13.84975829,0.420923108,0.674342386,5.361057342,0.609226944,0.080114218,0.310854187
1,1,-11.25806511,-1.038914666,5.028053569,2.19720127,0,0.747029928,4.158180077,-2.737756139,-12.57347828,0.674338,0.656616658,4.998098989,0.261908409,0.268123588,0.469978325
1,1,-3.40699594,1.30141693,4.855494669,-1.225709165,0.128867748,0,1.133424312,-0.473569624,29.73134023,0.403853658,0.606964242,4.329861547,0.36804976,0,0.632047861
1,1,-3.457798135,0.131858121,4.485046867,-1.713801128,0.331250636,0,4.219929937,-7.189924056,-8.91645888,0.411492585,0.397411898,1.822685438,0.522966949,0.024899031,0.452117883
1,1,-10.74421514,-0.236168526,4.844470648,-1.200530644,0,0.105446758,3.095768262,-0.778977236,9.998441157,0.471607362,0.498570965,2.897712977,0.439500953,0.202470972,0.358084389
1,1,-3.421524765,-3.753561923,5.493215685,-1.610691464,0,0,3.498664422,-0.339264808,1.261407555,0.431531404,0.574891631,4.172207044,0.578661486,0.091403259,0.32990606
1,1,-9.879910648,-9.999798901,4.723956402,-8.576164273,0,0.272681053,1.029760222,-7.820394357,30.35509534,0.464315781,0.440790097,1.541379324,0.790254102,0,0.209682062
1,1,-10.67424579,-10.25658991,3.139121159,1.333218003,0.247766528,0,4.244033934,-10.43613057,29.2030523,0.354911143,0.389248606,0.253382507,0.444375199,0.212707968,0.34288026
1,1,-3.536636656,-4.294586372,3.885057467,2.316474558,0,0,4.126773513,0.091365537,-8.941855871,0.414211659,0.414091243,4.004987434,0.106725853,0.276993848,0.616219234
1,1,-11.14297054,-1.041058429,4.949415982,-1.34824557,0.068277336,0,2.683412428,-0.676225851,20.8417155,0.43182321,0.40173287,1.265266788,0.512883358,0.067621094,0.419389616
1,1,-10.44639252,-4.196114425,4.973511462,-1.562138152,0.107938064,0,2.94997712,-1.545787694,35.45686943,0.47096815,0.499328216,4.098070921,0.356045508,0.15497871,0.488838136
1,1,-9.249260607,-1.693632179,3.883113677,2.762971937,0,2.433056237,4.130125936,-0.501250894,8.229517474,0.483723478,0.450112337,3.094234415,0.246195915,0.488461256,0.265321368
1,1,-10.39501837,-3.86921058,3.957387156,1.152276776,0,0.10547098,3.53600826,-1.097704454,41.36829589,0.494251822,0.409586597,3.180739975,0.473569785,0.14157746,0.384798268
1,1,-10.07378337,-3.844087276,4.473266012,-0.580630048,0,0,2.766619891,-1.335840647,8.042210575,0.579368572,0.40386376,2.308589918,0.64151362,0.209661528,0.14888299
1,1,-1.936070739,-1.972837615,4.61120956,-1.020706264,0.125964175,0,4.381248652,-10.34652926,18.5353888,0.433272003,0.583969456,2.773317015,0.681900775,0.224840489,0.093234627
1,1,-3.70767064,-8.541412268,3.386881991,2.681181649,0,0.108394347,3.698748371,-2.612971174,32.94583981,0.460677014,0.426567945,2.363725653,0.437822467,0.256756962,0.305408999
1,1,-5.90882912,-11.04128587,4.034652314,3.02769671,0,0.312548254,3.962116882,1.058976189,26.50689051,0.399165745,0.538023686,3.059195299,0.453208993,0.232426427,0.31439534
1,1,-9.901429695,-11.16139628,4.895103643,-9.407445395,0,0.255506899,3.494926006,-10.71305867,2.690373731,0.474645216,0.518794393,2.628719571,0.73400163,0,0.266023527
1,1,-10.2108217,1.664255795,4.935854044,-1.48449708,0.344456126,0,2.570452632,-0.048135553,-3.754310111,0.507920763,0.609470388,4.643105075,0.319759556,0.251586499,0.428703125
1,1,-10.32368789,-9.735118783,4.928237704,-9.036222551,0,0.237851329,3.092066989,-8.409390445,6.219048338,0.401559694,0.527352447,3.116097993,0.833445498,0.016742055,0.149705579
1,1,-10.41318082,0.064581515,4.940941121,-1.76337524,0.390851631,0,1.620767698,-4.17699502,37.89409523,0.433793552,0.547769484,2.368760694,0.809775358,0.057578405,0.132664271
1,1,-10.09848217,0.630483079,3.209995453,4.075028733,4.694142799,0,4.393032119,1.423576833,12.52998938,0.438270959,0.272700556,2.379404625,0.420987183,0.439998853,0.139033746
1,1,-10.0467937,-1.939667531,5.061321898,-0.618794878,0.123338564,0,2.453734181,-0.219589941,42.67456359,0.471215354,0.647687026,4.103201128,0.708067345,0.08396536,0.207846361
1,1,-10.50383153,-1.952648221,4.742866594,-8.998958343,0.24424646,0,2.614713357,-0.756556718,-26.18794929,0.522842246,0.444508746,3.851744386,0.315509935,0.108879044,0.575613011
1,1,-9.951785443,-2.162402611,4.600236313,0.238290877,0,0,3.294240992,0.362482551,12.51074528,0.496616738,0.455834887,2.913593107,0.493906994,0.285396491,0.220697433
1,1,-10.56838412,-10.29109488,5.336765622,-8.490346973,0,0.581175556,3.174236299,-2.679094391,-22.15908476,0.395789158,0.305862754,0.900182004,0.84091659,0,0.159119012
1,1,-10.2420973,-2.129698307,4.331761041,-0.705331769,0.419891662,0,1.551039552,-1.132270606,-9.694395493,0.492142945,0.356051434,2.080345014,0.647722676,0.155308539,0.196845017
1,1,-11.08535813,-9.821407484,3.962388687,-4.275323205,0.595876918,0,3.93045788,-9.875080148,0.805302878,0.428497458,0.227031872,-1.341146966,0.57832899,0.00259205,0.419104361
1,1,-9.669657797,-0.128643946,4.621041091,1.741935754,0.838172502,0,2.224656808,2.350873526,0.970694049,0.53540416,0.396911353,2.540454987,0.111353823,0.343108847,0.545286227
1,1,-9.734896679,-0.176550148,4.813992235,-0.962894582,0,0,1.745170053,0.147341635,18.39290251,0.547422111,0.567070175,3.561770265,0.662582456,0.278233948,0.059212192
1,1,-10.57521025,2.709555906,4.980111449,2.836030949,0.12462239,0,3.21271477,0.062484772,-19.83033042,0.588761047,0.615808941,4.328795973,0.005741153,0.498871061,0.495322446
1,1,-10.83809551,-2.732695772,4.930720644,0.177261032,0.048787753,0,3.250768343,-2.540383475,2.020463668,0.528779093,0.423768878,2.576219426,0.456409372,0.388091027,0.155596095
1,1,-9.741226431,-9.170850366,4.268238141,1.381928606,0.399127516,0,2.276323448,0.61728847,44.6417204,0.469865545,0.370680112,1.010505514,0.549422609,0.260156401,0.190490733
1,1,-10.37887619,-2.603280817,4.505000721,-0.544472687,0,0,2.47417455,-0.107532712,3.237639484,0.512545629,0.576517396,3.545648151,0.649818578,0.155805962,0.194316424
1,1,-10.21529236,-2.601875001,5.287403062,-1.632348446,0.169478729,0,1.684854522,-0.863414033,-6.750579286,0.612736699,0.560851661,3.78785026,0.683409829,0.097614095,0.219167539
1,1,-10.90199071,1.079738541,5.507037227,0.015483044,0.137220399,0,2.480795551,0.750692569,-3.096091221,0.601926293,0.644958006,4.772329622,0.543026578,0.226311636,0.230711372
1,1,-11.00303269,-9.730384104,5.349976448,-3.15254495,0,0.17190994,3.28492921,-1.889038123,4.593939793,0.506393321,0.679762316,4.688613051,0.55433545,0.072036587,0.373543509
1,1,-11.15089301,-9.996310255,4.055915829,-1.377541457,0.112303408,0,3.469965943,-10.56800973,32.32878507,0.362522322,0.162226715,-1.760021176,0.596012001,0.003823578,0.400064557
1,1,-10.78419026,-1.651762583,4.854130509,-1.215800963,0.105228949,0,2.70661976,-1.509786444,13.96024645,0.452388528,0.331768582,1.946878701,0.000867606,0.480894936,0.517664898
1,1,-5.263014386,-2.876503628,5.461507287,0.214133242,0.403501728,0,2.125691383,0.113299984,-19.95507045,0.372169062,0.6033399,5.483586102,0.000308362,0.208854461,0.790700766
1,1,-10.38044569,0.008507462,4.559344621,-0.077224101,0.174166799,0,2.607116295,-0.618539525,-33.8259283,0.508260214,0.380432129,2.694992568,0.014713072,0.270221957,0.715226493
1,1,-10.2321932,1.724008048,4.508348777,0.348450777,0.084368853,0,2.294779511,0.213954508,-23.33401316,0.590021656,0.409102264,1.239926147,0.219630356,0.093837998,0.686364909
1,1,-10.37221737,1.1698824,4.649020633,-0.756628503,0.067938135,0,1.960105841,-0.306894451,20.78227053,0.465564646,0.50898285,2.957314515,0.408837176,0.315389572,0.275739021
1,1,-4.035618665,-9.923351224,5.24744276,-1.388681672,0.102163841,0,2.181415748,-0.124418892,3.44335199,0.492805394,0.636512741,5.435697164,0.510630447,0.115121967,0.374268442
1,1,-10.39272528,-1.39089956,4.739435083,-0.889688654,0.047901359,0,1.817444634,-2.021240138,7.733331818,0.524275139,0.465623109,2.533363115,0.399782206,0.222166533,0.377959305
1,1,-11.14224246,-0.322194404,4.820469379,-2.571491125,0,0.095384075,2.740684492,-1.107243438,-16.2810117,0.534798652,0.558981799,4.117946924,0.430392785,0.238985874,0.330613552
1,1,-10.80934273,1.015070537,4.842304305,-0.944034522,0,0,3.509455331,-0.453221004,-14.07531844,0.578325245,0.633190766,4.302748062,0.457361584,0.338078669,0.20469822
1,1,-10.14817386,-9.626651159,5.167411944,-1.961033527,0,0.10680402,2.210333042,-2.802278887,-6.696995455,0.50890961,0.492757978,3.78035338,0.61158437,0.068061725,0.320558114
1,1,-9.990361035,-1.626509406,4.572735895,0.424492703,0.398237119,0,1.849975935,-1.866403066,1.775981457,0.459762828,0.435888645,1.749749118,0.348126728,0.35026471,0.301471348
1,1,-5.813122271,-11.40885885,3.78028304,1.987770967,0.730544594,0.130616209,4.091927978,-3.089950095,21.09182882,0.417206275,0.360825006,3.429591403,0.313663563,0.307648786,0.378838683
1,1,-9.997633951,-9.295037163,4.712758286,-2.201251713,0.284913326,0,2.467483181,-10.68048581,-27.89582057,0.434190501,0.364226336,0.964753951,0.062645653,0.100914775,0.836485976
1,1,-10.68951131,-9.245809899,4.916614822,-1.059544713,0,0.087176188,2.50853885,-1.069086291,24.42707607,0.517600337,0.415260859,2.444329727,0.214451419,0.101741242,0.683787655
1,1,-10.402018,1.934649401,5.128400607,-0.678524927,0.042688316,0.062063755,2.352491223,-0.515972305,-15.98449575,0.448617858,0.525669623,4.253820144,0.159430533,0.449597716,0.391084548
1,1,-10.16387617,-2.008581368,4.871808744,0.453735403,0,0,2.886443172,-1.587868998,-3.375495267,0.385767039,0.590711102,4.842598815,0.549939341,0.258650656,0.191156852
0,0,-10.02865246,1.966928208,4.019044329,1.159389753,0.262776053,0.043849337,2.25748244,1.140934669,-9.653317482,0.589755543,0.284839369,-1.217159158,0.109492991,0.051350791,0.838999154
1,1,-10.12111421,-6.071654286,5.748615755,-2.739821984,0,0.125727017,2.727864976,0.246228897,18.73497664,0.407373821,0.780922261,5.397152268,0.798873219,0.033256648,0.167840035
1,1,-9.829031202,1.273884068,5.167622339,0.519891676,0.167042012,0,3.653922974,-1.39149796,-9.197254165,0.447148745,0.631325899,4.423168645,0.300683156,0.185176796,0.514251072
0,0,-10.29064113,3.503786937,4.938465678,1.159778927,0.43588276,0.199564912,2.743670893,1.819751033,-29.28780056,0.560865816,0.426575583,0.464269034,0.06213247,0.198620561,0.739195538
1,1,-9.548308578,1.975834162,5.85881154,0.313364222,0,0,3.26140797,1.404069069,-26.83643927,0.436931879,0.774727431,6.020828365,0.53135967,0.150215257,0.318436225
1,1,-10.43969153,2.10886549,5.204095202,-1.667151602,0.205966219,0,2.707622662,-0.502634393,0.064695776,0.529719279,0.601786339,4.541047789,0.28873171,0.313148675,0.398199727
1,1,-10.21430638,-0.847216522,5.143314292,2.177130236,0,0,3.725524249,-10.23241474,19.81251066,0.513056251,0.632349321,4.607936148,0.313484839,0.414021694,0.272510515
1,1,-9.85960494,1.774969159,5.306445437,-0.017491393,0.133472108,0,3.222168999,-0.364841725,-5.53001501,0.482038273,0.657874722,4.580397435,0.309673499,0.332254829,0.357990623
0,0,-10.66676974,1.868082556,4.415883278,1.261003597,0,0.350037654,2.134934125,-0.143285442,0.486049106,0.607436704,0.323701842,-0.271882075,0.290934318,0.061849847,0.647072867
1,1,-10.79898318,-0.232412114,4.976180436,-0.401000257,0,0,3.120816431,-1.010912301,0.629210836,0.430240129,0.473626244,3.903163759,0.007546037,0.299071549,0.692963838
0,0,-10.2086888,2.423309947,5.097930162,1.061501685,0.055524862,0.236974984,3.215690959,-0.589550219,-20.78087588,0.592540389,0.412288983,0.246588285,0.033148447,0.04195565,0.924871487
1,1,-4.340661545,2.299832494,5.055584773,-0.129911596,0.705951586,0,2.352449277,0.625813247,-31.2432457,0.555254034,0.521701826,3.63951227,0.163307625,0.201390008,0.635298682
1,1,-10.56512278,1.815213925,5.369966659,-2.380702439,0,0.079623287,2.761618171,-0.42016847,-11.52935066,0.580490668,0.65674309,4.601817798,0.637800868,0.133825615,0.228407356
0,0,-10.9286562,2.491414684,4.781091582,1.455563394,0.210128096,0,2.243704851,0.138819937,-6.654829814,0.591538675,0.487937145,1.873618649,0.000573244,0.279375332,0.719971648
1,1,-9.839859283,0.517554677,4.990190815,-0.230348839,0.254567542,0,3.069613108,-1.310468569,-12.53429688,0.442654406,0.528593272,3.950565972,0.358846637,0.467394199,0.173438597
0,0,-11.14218591,2.941641029,4.484089031,1.586008637,0,0,2.38043024,-0.076518525,-24.35838037,0.602514325,0.328496468,-0.103579805,0.348767194,0.105006277,0.546388612
0,0,-10.01686005,2.136615049,5.116827018,-0.202110341,0.700125706,0,1.859171344,0.386547852,-10.73442581,0.659310319,0.466105853,1.147289027,0.124698492,0.07852549,0.796642487
1,1,-2.04818669,-2.667952842,3.750142354,1.458295709,0.877706909,1.590597787,4.420603104,1.195053979,20.44438726,0.516683234,0.567129509,3.445437104,0.323705961,0.452952041,0.223373084
1,1,-11.29932793,-0.647200909,5.002196689,1.88681037,0.087634184,0,4.093857772,-0.552773074,2.600606535,0.525429324,0.67295025,4.660908297,0.293492953,0.378722274,0.327795236
0,0,-3.339737814,3.467604831,5.202671511,-0.605236108,0.949857716,0,3.400299649,0.192141246,-43.98567775,0.477142502,0.433929672,0.19489743,0.000122462,0.105406211,0.894383388
0,0,-9.412146838,2.86198382,4.436075114,0.492403479,0,0.227720949,1.898186109,-0.048817308,-17.50833968,0.651654119,0.327403918,-0.872161147,0.000544349,0.298297169,0.701445023
1,1,-10.62805609,-9.690301527,5.070276667,-0.64075441,0,0.04553661,2.680451312,-0.288820499,21.81876214,0.527681972,0.595061851,5.091521246,0.454022241,0.265505156,0.280629967
1,1,-10.31801742,-9.958449407,4.843475954,-0.685613113,0,0.027064554,3.324056324,-1.480964441,35.94880064,0.449829549,0.513153329,3.802353835,0.505133224,0.229196708,0.26560434
1,1,-9.718827383,0.884898031,5.205012569,-0.399501907,0,0.237521305,3.803377347,0.668266638,-15.64662126,0.56987121,0.68744426,5.093955003,0.378718064,0.250729393,0.370517928
1,1,-2.878687083,-0.638475169,4.767751514,0.437681987,0,0,2.931889111,2.164111063,-5.726413014,0.502054455,0.446765118,2.634591281,0.550008677,0.11524199,0.334803589
0,0,-9.946662631,3.262084481,5.015879537,1.482564633,0.218605703,0.240011313,2.94644644,-0.116084169,-42.87028932,0.597775948,0.40608043,0.1387575,0.019995616,0.118149475,0.86174387
1,1,-9.574106518,2.180580866,5.643110202,0.77347323,0.292672163,0,3.720114072,0.308526944,-21.93393866,0.52850752,0.764813389,5.85527145,0.586722072,0.245316713,0.168011222
0,0,-10.0413885,1.087389009,5.178101781,-0.798388611,0.322843915,0,2.387775457,0.293954868,-23.23811772,0.644167283,0.383729337,1.052910223,0.469559414,0.054248741,0.476143948
1,1,-10.39438708,1.394016165,4.939207538,-1.461807454,0,0,2.399980458,1.880959837,-15.90056847,0.569822132,0.459034812,2.441019393,0.740007111,0.073328421,0.18664069
0,0,-10.1610773,2.590605183,4.444823353,1.469276743,0.170258714,0.112733243,2.498622661,2.24922627,-15.6849832,0.5840583,0.318173373,-0.847973728,0.482790441,0.129950832,0.387265163
1,1,-3.256098487,1.942918731,5.085389833,1.626693748,0.090928622,0,3.693505816,0.296802505,-12.87933233,0.528427563,0.656010955,4.974185722,0.336446516,0.294226873,0.369269997
0,0,-9.975942148,2.98130075,4.644883316,-1.850014228,0.137839748,0.442937759,2.543105114,-0.131697394,-31.34449874,0.652105995,0.365761879,1.222427493,0.257174016,0.238458527,0.504189347
1,1,-9.749593281,1.693466988,5.472047609,-1.548571554,0.117965982,0,2.981369806,-0.282916651,0.897577263,0.475716447,0.704954106,5.027527355,0.613145823,0.160949569,0.225972626
0,0,-10.48201264,2.684761062,4.799560752,0.919786988,0.222754616,0,1.667396354,-0.072654261,-22.72456791,0.60072997,0.380530701,0.996041846,0.212075488,0.040806984,0.747056077
1,1,-11.20543071,0.176554811,5.462920846,0.494242024,0.399711163,0.049771717,4.009197812,-1.269758675,-7.586396389,0.539587823,0.77321138,5.126732513,0.491273733,0.18901901,0.319673845
0,0,-9.384317693,2.013877614,4.467791622,0.506792578,0.214994427,0,3.102107121,1.39206363,-16.47623886,0.676649252,0.371750154,0.061605966,0.190790939,0.06181929,0.747327944
0,0,-10.38332148,2.299155525,4.173599683,0.991941027,0.176370241,0,2.389978797,0.438228367,-30.87110316,0.651235603,0.401594306,2.668873415,0.546492103,0.026722455,0.426846612
1,1,-9.560841958,0.382936917,5.142549824,-6.676583507,0,0.718341648,2.249771331,0.097679347,0.526200542,0.461617539,0.515559359,4.06130586,0.792840096,0,0.207200618
0,0,-10.1125989,1.71997882,4.385385969,1.045721382,0.274519506,0,1.770832845,1.629694728,-17.72299339,0.630557244,0.306797101,-0.66347167,0.199530978,0,0.800271467
1,1,-11.76264827,-1.509350814,4.927845346,0.144176929,0.237857758,0,2.080108759,-1.031376369,-18.23401621,0.490727893,0.658489322,4.131964721,0.63183618,0.177631817,0.190695193
1,1,-11.16473476,1.501743066,4.473004345,2.643066767,0.777423723,0,2.415716468,2.360441347,2.065550091,0.480518404,0.439286726,2.663659716,0.72135113,0.165794727,0.112876311
1,1,-10.36286612,0.714752697,4.991821811,-5.35221529,0.158901644,0,2.754973453,-7.674643254,-16.70212258,0.497645905,0.452363077,2.995445796,0.213119205,0.139173008,0.647710212
1,1,-11.53097433,2.570522848,4.971125278,-1.244305682,0.141502339,0,2.929108997,-0.629666893,-24.10264262,0.476657682,0.591785413,3.958891528,0.652168422,0.09034325,0.257458363
1,1,-10.76275117,-9.688346617,4.09228014,-0.482315328,0.758292061,0,3.740243977,-0.339303727,17.3590813,0.554931897,0.279623081,1.634063265,0.340345693,0.418262437,0.24133577
1,1,-7.16088402,-0.499138439,5.491690386,-4.064998898,0.275583807,0,2.481899716,-0.503585354,-5.634517045,0.410409683,0.683877077,5.276380965,0.414991377,0.014448753,0.57056448
1,1,-7.759241499,0.968139195,4.807732895,-0.901511703,0,0.057131031,3.290368372,-0.162331906,1.039555875,0.606945216,0.617768687,3.859598142,0.656550402,0.18316077,0.160330399
1,1,-10.12904646,1.152773443,5.395794378,-0.040677443,0.316326721,0,2.298491858,-0.661454322,-11.87610713,0.550363876,0.575732889,3.941714511,0.41679701,0.211045432,0.372118248
0,0,-9.838437538,2.396073933,4.700088148,0.714495145,0.485744889,0,2.381101759,1.691127724,-13.84809415,0.6401417,0.327015466,-1.180684036,0.207367449,0.216959068,0.576015754
1,1,-9.798598345,0.85028918,5.429968519,-2.017526597,0.087959378,0,2.287384591,-1.446435374,-10.02810804,0.487581317,0.619313594,5.209607343,0.241129131,0.105298086,0.65342114
1,1,-10.73058591,-4.458548445,5.516365043,-0.254067046,0.052284967,0,3.238089234,-0.756840621,-11.99672738,0.54768114,0.702786876,5.710240944,0.579308756,0.176482241,0.244121485
0,0,-9.940331471,2.611026968,4.605740307,-0.004406859,0.491537411,0,2.556418429,0.158441795,-14.85610811,0.660458883,0.351888115,0.421471699,0.00034366,0.301134689,0.698436358
1,1,-8.063053273,-1.60645786,4.540928903,-0.885219554,0,0,2.632576711,-1.029131338,-7.565624696,0.500984037,0.481717947,2.560508207,0.496473629,0.11854019,0.384900009
1,1,-10.07909227,2.43460344,5.033047724,0.052388899,0,0,2.576539179,0.582498588,-11.01500394,0.561842935,0.508235885,4.134629087,0.000264433,0.386358805,0.613486412
1,1,-10.65522558,-0.84695079,5.194895754,-1.741697628,0,0.180657095,2.855667131,1.097917887,-14.07993759,0.54441433,0.576139044,4.307719956,0.903819279,0.036674134,0.059557521
1,1,-10.10396176,-7.439471068,4.339108661,0.099096164,0.1452213,0,2.943343231,-1.761253153,23.54198333,0.498225077,0.366322913,2.650315065,0.493003361,0.226111692,0.280906302
1,1,-9.992142118,1.161844208,5.244840583,-0.62175481,0.020143398,0.015571011,1.991725474,-0.777580774,-4.777747936,0.491511879,0.573693867,4.371852972,0.426801896,0.287422327,0.28567734
1,1,-9.764104352,1.002129518,5.052479354,3.513663908,1.076065461,0,3.859554532,1.34434812,1.162423206,0.47317191,0.658051219,3.847629551,0.40425723,0.389313169,0.206422232
1,1,-9.621692318,-10.31769572,4.223295548,-1.640751289,0,0.218744702,3.837267162,-4.481600322,21.95817492,0.486210846,0.350878626,2.724745482,0.000153918,0.172597488,0.826992984
1,1,-9.829907267,-9.554594909,5.596337823,0.332109194,0,0.736280299,4.048552254,-9.949964996,-17.16396711,0.524239481,0.487246312,4.742859806,0.01212535,0.239791112,0.748135941
1,1,-3.048768166,-10.0548802,5.202421331,-3.684095779,0.001657543,0,3.459401934,-4.805859114,-5.761599976,0.537229325,0.613704749,4.85456133,0.622451008,0.058515623,0.319055545
1,1,-5.577302074,-0.920761208,5.12098181,-1.9019387,0,0.047995643,3.061989365,-1.056055195,-11.9467082,0.57299957,0.627155117,4.646612109,0.603304931,0.14365117,0.252960814
0,0,-10.2420706,2.530185624,4.377720521,-1.706337028,0.514524898,0,2.224453762,1.614329367,-23.53825601,0.587035977,0.347998533,1.514761247,0.036772563,0.033120818,0.9301915
1,1,-10.11259814,-3.888417308,3.687774334,-0.747764039,0.058129496,0,3.325010358,-0.973692199,13.88519807,0.410676338,0.286598177,0.804371678,0.054948211,0.289001412,0.656016594
0,0,-9.992088012,2.801857226,5.344780217,-0.472155443,0.669741961,0,3.023344115,0.6084103,-37.40143415,0.541014935,0.443290863,-0.555281635,0.069026882,0.137378737,0.793560058
1,1,-6.942266954,1.937175965,5.219814844,0.215504237,0,0,3.043295276,0.922767016,-3.932402005,0.482321073,0.657466345,5.0941618,0.02039191,0.29745272,0.68210314
0,0,-1.334606947,2.994574615,5.204107135,-0.316004917,0.275060595,0,2.866282897,1.943257378,-22.63333581,0.508639446,0.549526917,2.938920732,0.000232456,0.168020245,0.831632486
1,1,-4.213081612,0.01421262,4.917167628,-7.944839307,0,0.132062748,3.213903292,-9.65229785,-7.580548635,0.349845014,0.408192011,2.329704985,0.493532988,0.032296195,0.474191333
0,0,-6.690632828,3.412649181,4.933468238,0.179702079,0,0.325380185,2.730933089,0.357140721,-30.76836027,0.561697832,0.440979996,1.474063075,0.000115548,0.119361354,0.880508274
1,1,-5.234757765,-1.36003359,4.932578457,-0.396113981,0.217027212,0,3.239188827,-0.547952218,3.031666046,0.43779586,0.564046741,3.913633437,0.460110807,0.257062942,0.282825977
0,0,-11.20293544,3.558846075,4.750588391,0.404806635,0.302043322,0,2.536021456,0.561762525,-44.11197797,0.485677285,0.300913327,-0.607762483,0.000293458,0.074686475,0.925058854
1,1,-10.16448775,0.702548932,4.246904807,1.088231779,0.08939269,0.202327882,3.702508236,-0.223206766,38.04728146,0.526228668,0.395531591,2.255992894,0.122654372,0.486319276,0.39101635
0,0,-11.07169395,3.52288923,4.483217021,1.490124102,0.577637139,0.009437632,2.103505059,0.958579712,-13.45306287,0.602563361,0.393898575,0.280440647,0.000410266,0.194185986,0.805181395
1,1,-10.5503733,0.694796587,4.24850057,-0.329434061,0.021570782,0,3.044293735,-0.271781993,24.76065797,0.532346551,0.405034168,3.75875493,0.116425262,0.322287193,0.561370363
0,0,-8.998741052,3.206892862,4.55308312,-0.680488877,0,0.659445907,1.888174911,1.364071263,-21.47624318,0.556121878,0.316716782,-1.512441986,0.000425903,0.143117089,0.856193205
1,1,-10.92931431,-6.484658233,4.498405395,-0.052319896,0.13166327,0,2.963088932,-0.197087917,38.96562681,0.463830417,0.385513213,1.47325871,0.574598437,0.195055722,0.230397719
1,1,-1.939117542,-3.657489253,4.885288683,-0.721168124,0,0,3.575628791,-0.439407896,18.78935858,0.439873275,0.562113388,4.477990209,0.358527929,0.24715781,0.394248991
0,0,-5.120101084,3.35547253,4.761263626,0.20299517,0.253981083,0,3.007004251,0.939058796,-7.803686997,0.590461072,0.401823622,0.860877918,0.000473324,0.285484098,0.714140919
0,0,-11.40596651,2.459434627,5.135209542,1.327637676,0,0,3.010151633,1.613095564,-43.03803229,0.593822158,0.376765062,-1.207975274,0.000202394,0.057146201,0.942587141
1,1,-2.405423518,-10.12486595,5.052704315,-8.422506317,0,0.184028156,1.267710868,-1.87592411,13.72867781,0.497664805,0.691846564,4.318138145,0.498645489,0.029639031,0.471932807
0,0,-10.1348698,3.240652823,4.739977825,0.501346035,0,0.333330188,2.369798953,0.252444195,-25.1894179,0.544411822,0.39816053,0.442704143,0.000146158,0.033496711,0.966259123
1,1,-10.50230246,-10.6152825,4.982477057,-8.163231039,0.201282924,0.033545193,2.782546314,-0.642890797,9.620051678,0.563235299,0.587972743,4.456082657,0.769391225,0.008609839,0.222286144
0,0,-10.72317124,2.763850413,4.521245168,1.045107877,0.601079264,0,2.199924836,0.507034314,-4.970230101,0.531599346,0.390258824,0.848962734,0.000343649,0.223683406,0.775895848
0,0,-5.906505015,3.535247202,4.842672735,1.222521426,0.36640767,0,2.700522132,1.045371647,-36.05413139,0.518970969,0.401506183,0.122518021,0.00024929,0.341739751,0.65804163
1,1,-2.071047272,-0.304648813,3.65828284,1.754116195,2.812091811,0,4.763945771,-0.105340518,26.32218037,0.393625045,0.569360463,4.565481996,0.514488152,0.333071024,0.152452617
1,1,-10.45769612,-3.394379954,4.973992703,0.28807066,0,0,3.301267513,1.149075267,23.14543635,0.636246319,0.511687923,3.198945615,0.674351077,0.100942448,0.224576518
1,1,-4.288446412,0.364935527,4.67421517,0.661975431,0.041512291,0,2.585965278,-0.188647257,9.640709967,0.427166821,0.386901041,2.027721441,0.307877871,0.189823586,0.502288196
1,1,-5.453394945,-0.475001772,5.353584639,-0.940838995,0,0.251644097,3.322137668,0.603056311,1.93192291,0.397443662,0.723095432,4.975110271,0.581986875,0.125462044,0.292601827
1,1,-10.91286841,-1.384024868,4.860538759,0.554137533,0.032536412,0,2.890855061,0.847780149,3.141093027,0.572907214,0.589265525,4.783499785,0.399607159,0.176043365,0.424303128
1,1,-10.22502117,0.23389541,5.223357771,-5.442465601,0.122058868,0,3.499616955,-1.069475398,-3.179987223,0.536135652,0.625185994,4.085074646,0.600642869,0.12522868,0.274152375
1,1,-10.73913987,-1.885732898,5.390795528,0.287080547,0.154593361,0,3.158021502,-3.046375835,16.18976733,0.500991271,0.687499701,4.074206565,0.25243104,0.198840164,0.548612704
1,1,-9.907561808,-10.13540921,3.640522685,1.891527151,0.121294557,0.277749753,3.758915131,-1.105995987,15.15201289,0.491916668,0.335953263,1.433881753,0.220216376,0.421971096,0.357624015
